filename,runtime_seconds,count
cycle_sched_2_10_1.sat.cnf,3.793519729,ERROR_NO_COUNT
L3-telatko4.cnf,24.607213896,ERROR_NO_COUNT
ldomino-23-winA-true-end.qcnf.cnf,10.831558168,ERROR_NO_COUNT
k_ph_p-11.cnf,6.937783116,ERROR_NO_COUNT
sat18_problem15_length_3.cnf,41.510042686,ERROR_NO_COUNT
stmt21_310_360.cnf,4.863999320,ERROR_NO_COUNT
C5315.blif_0.10_0.20_0_1_out_exact.cnf,5.378162409,ERROR_NO_COUNT
stmt21_181_369.cnf,2.999913793,ERROR_NO_COUNT
add6_REDUCED.cnf,1.216769209,ERROR_NO_COUNT
ProjectService3.cnf,20.728112966,ERROR_NO_COUNT
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-007.cnf,33.117953555,ERROR_NO_COUNT
Adder2-16-s.cnf,720.077119102,TIMED OUT
stmt28_68_81.cnf,9.068876894,ERROR_NO_COUNT
sc-ungrounded-2x1X1x2_1.cnf,4.627351748,ERROR_NO_COUNT
cycle_sched_4_4_2.sat.cnf,4.242977020,ERROR_NO_COUNT
Core1108_tbm_21.tex.module.000008.cnf,720.133199229,TIMED OUT
k_branch_n-17.cnf,73.446051727,ERROR_NO_COUNT
stmt17_62_98.cnf,12.866039798,ERROR_NO_COUNT
amba2c7n.sat.cnf,2.138576341,ERROR_NO_COUNT
sc-ungrounded-2x1X1x3_1.cnf,150.330338420,ERROR_NO_COUNT
L3-telatko42.cnf,.746668305,ERROR_NO_COUNT
eijk.S1196.S-f2.cnf,5.476693348,ERROR_NO_COUNT
opt18_problem16_length_2.cnf,143.108561476,ERROR_NO_COUNT
cycle_sched_6_6_2.sat.cnf,14.770166339,ERROR_NO_COUNT
eijk.bs1512.S-f4.cnf,34.434202160,ERROR_NO_COUNT
nusmv.tcas^4.B-f3.cnf,31.035084505,ERROR_NO_COUNT
C6288.blif_0.10_1.00_0_0_inp_exact.cnf,720.006235355,TIMED OUT
bt-2x6_15.ig.cnf,1.228748905,ERROR_NO_COUNT
test3_quant2.cnf,.245259900,ERROR_NO_COUNT
cmu.dme2.B-f3.cnf,1.571741552,ERROR_NO_COUNT
sat18_problem10_length_2.cnf,18.049636935,ERROR_NO_COUNT
browne_5x5_07.pg.cnf,.329033059,ERROR_NO_COUNT
LoginService.cnf,22.229470737,ERROR_NO_COUNT
eequery_query42_1344n.cnf,720.375163481,TIMED OUT
stmt17_70_90.cnf,12.001519475,ERROR_NO_COUNT
W5-Umbrella_tbm_25.tex.moduleQ3.7S.000003.cnf,720.061676805,TIMED OUT
sortnetsort9.v.stepl.007.cnf,3.354552640,ERROR_NO_COUNT
mitexams_problem10_length_3.cnf,81.903320731,ERROR_NO_COUNT
gttt_2_2_000111_4x4_torus_w.cnf,159.775219784,ERROR_NO_COUNT
add5_REDUCED.cnf,.842359682,ERROR_NO_COUNT
stmt23_72_76.cnf,8.223620188,ERROR_NO_COUNT
amba3b5y.sat.cnf,9.894847060,ERROR_NO_COUNT
L2-telatko34.cnf,.683513885,ERROR_NO_COUNT
W4-Umbrella_tbm_25.tex.moduleQ3.7S.000003.cnf,720.062194076,TIMED OUT
bt2nd-3x4_12.ig.cnf,.983051781,ERROR_NO_COUNT
sat18_problem11_length_2.cnf,115.854340668,ERROR_NO_COUNT
GuidanceService2.cnf,5.860128386,ERROR_NO_COUNT
5-5-6-3-3-81-EdAu.cnf,.829748852,ERROR_NO_COUNT
network_ndis_rtlnwifi_hw_hw_ccmp.c.cnf,97.336617709,ERROR_NO_COUNT
arbiter-08-comp-error02-qbf-hardness-depth-9.cnf,720.044940901,TIMED OUT
ldomino-19-winA-true-end.qcnf.cnf,5.070760890,ERROR_NO_COUNT
connect-3x3_9_connect3.ig.cnf,.559582912,ERROR_NO_COUNT
test1_quant3.cnf,.949754706,ERROR_NO_COUNT
bt2nd-3x6_10.ig.cnf,.915854121,ERROR_NO_COUNT
5-5-4-4-3-15-EuAu.cnf,.546333278,ERROR_NO_COUNT
connect-6x6_9_connect3.ig.cnf,.802066875,ERROR_NO_COUNT
test5_quant_squaring5.cnf,.490797590,ERROR_NO_COUNT
gttt_2_2_000111_4x4_torus_b.cnf,156.690266727,ERROR_NO_COUNT
ldomino-19-winA-true-after.qcnf.cnf,5.016468387,ERROR_NO_COUNT
L1-telatko20.cnf,27.534932817,ERROR_NO_COUNT
Adder2-10-s.cnf,718.718351201,ERROR_NO_COUNT
L2-telatko30.cnf,3.022995096,ERROR_NO_COUNT
Adder2-8-c.cnf,264.833582423,ERROR_NO_COUNT
sat18_problem12_length_2.cnf,112.835127525,ERROR_NO_COUNT
sortnetsort9.AE.stepl.007.cnf,720.028370095,TIMED OUT
L2-telatko1.cnf,7.135329430,ERROR_NO_COUNT
alkene_problem01_length_2.cnf,10.096732295,ERROR_NO_COUNT
gttt_1_1_00101121_4x4_torus_w.cnf,127.369803253,ERROR_NO_COUNT
bt2nd-3x5_12.ig.cnf,1.167050296,ERROR_NO_COUNT
bt-3x4_19.ig.cnf,1.902444030,ERROR_NO_COUNT
k_branch_n-11.cnf,12.815130955,ERROR_NO_COUNT
test2_quant_squaring2.cnf,7.551183275,ERROR_NO_COUNT
ConcreteActivityService.cnf,11.418065249,ERROR_NO_COUNT
reachqu_query71_1344.cnf,162.935590966,ERROR_NO_COUNT
ldomino-17-winB-false-after.qcnf.cnf,1.492510388,ERROR_NO_COUNT
stmt41_160_235.cnf,1.455236855,ERROR_NO_COUNT
add7_REDUCED.cnf,1.925896078,ERROR_NO_COUNT
stmt19_83_412.cnf,2.813940105,ERROR_NO_COUNT
usb-phy-fixpoint-3.cnf,12.262394986,ERROR_NO_COUNT
C5315.blif_0.10_0.20_0_0_out_exact.cnf,5.309502748,ERROR_NO_COUNT
sc-ungrounded-2x1X1x2_2.cnf,11.687405729,ERROR_NO_COUNT
sortnetsort9.AE.stepl.009.cnf,720.016501306,TIMED OUT
nreachq_query54_1344n.cnf,720.168821494,TIMED OUT
ntrivil_query71_1344n.cnf,720.237316557,TIMED OUT
bt-2x5_17.ig.cnf,1.436809842,ERROR_NO_COUNT
stmt23_66_96.cnf,11.108351320,ERROR_NO_COUNT
k_branch_n-12.cnf,18.627073681,ERROR_NO_COUNT
connect-5x5_11_connect4.ig.cnf,1.072076596,ERROR_NO_COUNT
gttt_2_1_001020_4x4_torus_w.cnf,164.444300879,ERROR_NO_COUNT
stmt17_82_98.cnf,17.131207320,ERROR_NO_COUNT
sc-ungrounded-1x3X3x1_2.cnf,2.563197111,ERROR_NO_COUNT
L2-telatko2.cnf,17.145470513,ERROR_NO_COUNT
incrementer-enc08-uniform-depth-33.cnf,111.195373519,ERROR_NO_COUNT
stmt19_313_412.cnf,5.134666439,ERROR_NO_COUNT
genbuf10b4n.unsat.cnf,8.548085821,ERROR_NO_COUNT
ldomino-21-winB-true-after.qcnf.cnf,4.955970071,ERROR_NO_COUNT
unit12_2_b.cnf,44.596927588,ERROR_NO_COUNT
5-5-5-4-3-63-EdAu.cnf,.720796600,ERROR_NO_COUNT
connect-4x4_15_connect4.ig.cnf,.886453031,ERROR_NO_COUNT
k_branch_p-14.cnf,33.429713803,ERROR_NO_COUNT
hein_10_5x5-13.pg.cnf,4.804771510,ERROR_NO_COUNT
alkene_problem13_length_2.cnf,2.104079303,ERROR_NO_COUNT
ldomino-15-winB-true-after.qcnf.cnf,.583912004,ERROR_NO_COUNT
L1-telatko23.cnf,15.272606459,ERROR_NO_COUNT
stmt52_295_394.cnf,4.910208795,ERROR_NO_COUNT
C6288.blif_0.10_0.20_0_0_out_exact.cnf,86.174298907,ERROR_NO_COUNT
connect-6x6_11_connect4.ig.cnf,1.018471746,ERROR_NO_COUNT
hein_05_6x6-13.pg.cnf,29.592179357,ERROR_NO_COUNT
sortnetsort10.v.stepl.005.cnf,2.695672606,ERROR_NO_COUNT
sdlx-fixpoint-8.cnf,30.815531640,ERROR_NO_COUNT
neclaftp2002.cnf,720.009588911,TIMED OUT
connect-4x4_9_connect3.ig.cnf,.486074550,ERROR_NO_COUNT
ProcessBean.cnf,54.076283435,ERROR_NO_COUNT
cycle_sched_6_7_1.sat.cnf,17.189200435,ERROR_NO_COUNT
ldomino-16-winB-false-end.qcnf.cnf,9.493674898,ERROR_NO_COUNT
