filename,runtime_seconds,count
ldomino-15-winB-true-end.qcnf.cnf,720.003976584,TIMED OUT
hein_17_6x6-13.pg.cnf,720.005039512,TIMED OUT
stmt32_329_378.cnf,720.004288947,TIMED OUT
C5315.blif_0.10_0.20_0_0_inp_exact.cnf,720.004326709,TIMED OUT
sortnetsort10.AE.stepl.006.cnf,720.010658616,TIMED OUT
pi-bus-fixpoint-1.cnf,720.005786263,TIMED OUT
mult_bool_matrix_10_9_11.unsat.cnf,720.004785725,TIMED OUT
neclaftp4001.cnf,720.006051774,TIMED OUT
GuidanceService.cnf,720.004509722,TIMED OUT
gttt_2_1_00102030_4x4_torus_b.cnf,720.012575451,TIMED OUT
L2-telatko16.cnf,720.004087783,TIMED OUT
texas.PI_main^05.E-f3.cnf,720.005119660,TIMED OUT
L3-telatko15.cnf,720.003394506,TIMED OUT
5-5-3-6-3-28-EdAd.cnf,720.009714575,TIMED OUT
load_2c_comp_comp7_REAL.sat.cnf,720.003737243,TIMED OUT
sortnetsort10.AE.stepl.008.cnf,720.008712385,TIMED OUT
C6288.blif_0.10_1.00_0_0_inp_exact.cnf,720.003773519,TIMED OUT
C5315.blif_0.10_0.20_0_1_out_exact.cnf,720.003947122,TIMED OUT
L1-telatko13.cnf,720.003924557,TIMED OUT
stmt21_319_418.cnf,720.003247338,TIMED OUT
5-5-4-4-3-15-EuAu.cnf,720.003105635,TIMED OUT
gttt_1_1_000111_4x4_torus_w.cnf,720.003088924,TIMED OUT
L3-telatko4.cnf,720.003762034,TIMED OUT
cycle_sched_6_6_2.sat.cnf,720.003394146,TIMED OUT
gttt_2_2_000111_4x4_torus_w.cnf,720.003138425,TIMED OUT
arbiter-08-comp-error02-qbf-hardness-depth-9.cnf,720.003682324,TIMED OUT
k_branch_n-11.cnf,720.042730289,TIMED OUT
W5-Umbrella_tbm_26.tex.moduleQ3.7S.000003.cnf,720.003370465,TIMED OUT
NotificationServiceImpl2.cnf,720.002892380,TIMED OUT
PhaseService.cnf,720.003150574,TIMED OUT
k_ph_p-11.cnf,720.002894937,TIMED OUT
L3-telatko13.cnf,720.004330612,TIMED OUT
eequery_query42_1344n.cnf,720.003653413,TIMED OUT
unit8_2_b.cnf,720.005090358,TIMED OUT
sc-ungrounded-1x3X3x2_1.cnf,720.003512739,TIMED OUT
Core1108_tbm_21.tex.module.000008.cnf,720.003135065,TIMED OUT
sat18_problem10_length_2.cnf,720.003165977,TIMED OUT
C6288.blif_0.10_0.20_0_1_out_exact.cnf,720.016845440,TIMED OUT
sat18_problem15_length_3.cnf,720.002904995,TIMED OUT
test2_quant3.cnf,720.002764972,TIMED OUT
W5-Umbrella_tbm_25.tex.moduleQ3.7S.000003.cnf,720.008728921,TIMED OUT
5-5-6-3-3-81-EdAu.cnf,720.005108913,TIMED OUT
sat18_problem11_length_2.cnf,720.003300721,TIMED OUT
mitexams_problem10_length_3.cnf,720.003427947,TIMED OUT
stmt39_285_335.cnf,720.002788069,TIMED OUT
L3-telatko31.cnf,720.003911412,TIMED OUT
stmt17_62_98.cnf,720.002885272,TIMED OUT
ldomino-18-winA-true-end.qcnf.cnf,720.005569484,TIMED OUT
ProjectService3.cnf,720.003159605,TIMED OUT
stmt21_310_360.cnf,720.003227495,TIMED OUT
stmt21_181_369.cnf,720.003261286,TIMED OUT
nreachq_query54_1344n.cnf,720.003944804,TIMED OUT
5-5-6-4-3-9-EuAd.cnf,720.002922351,TIMED OUT
ldomino-18-winB-false-end.qcnf.cnf,720.002645229,TIMED OUT
L1-telatko21.cnf,720.003102513,TIMED OUT
opt18_problem16_length_2.cnf,720.009729383,TIMED OUT
IterationService.cnf,720.004319683,TIMED OUT
stmt17_70_98.cnf,720.003000293,TIMED OUT
stmt19_64_99.cnf,720.002891080,TIMED OUT
ldomino-23-winA-true-end.qcnf.cnf,720.002986083,TIMED OUT
L1-telatko4.cnf,720.003078364,TIMED OUT
stmt17_63_82.cnf,720.002764081,TIMED OUT
ntrivil_query71_1344n.cnf,720.003039347,TIMED OUT
k_branch_n-17.cnf,720.004126131,TIMED OUT
cycle_sched_2_10_1.sat.cnf,720.043432104,TIMED OUT
gttt_1_1_000111_4x4_torus_b.cnf,720.002941173,TIMED OUT
sc-ungrounded-2x1X1x3_1.cnf,720.003178821,TIMED OUT
amba4b9y.unsat.cnf,720.002945546,TIMED OUT
intermediate256.cnf,720.002971975,TIMED OUT
stmt28_68_81.cnf,720.003103908,TIMED OUT
sortnetsort9.AE.stepl.008.cnf,720.003416043,TIMED OUT
alkene_problem01_length_2.cnf,720.003913175,TIMED OUT
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-007.cnf,720.003032782,TIMED OUT
cycle_sched_4_4_2.sat.cnf,720.002829737,TIMED OUT
sat18_problem12_length_2.cnf,720.003200448,TIMED OUT
arbiter-06-comp-error01-qbf-hardness-depth-15.cnf,720.003064211,TIMED OUT
eijk.bs1512.S-f4.cnf,720.003119145,TIMED OUT
kmdf_pcidrv_sys_hw_physet.c.cnf,720.002676464,TIMED OUT
sortnetsort9.AE.stepl.007.cnf,720.003682531,TIMED OUT
W4-Umbrella_tbm_25.tex.moduleQ3.7S.000003.cnf,720.006142667,TIMED OUT
L3-telatko42.cnf,720.003604784,TIMED OUT
eijk.S1196.S-f2.cnf,720.003462292,TIMED OUT
cmu.dme2.B-f3.cnf,720.003100018,TIMED OUT
LoginService.cnf,720.003831638,TIMED OUT
sortnetsort9.AE.stepl.009.cnf,720.003549127,TIMED OUT
stmt17_70_90.cnf,720.003825586,TIMED OUT
network_ndis_rtlnwifi_hw_hw_ccmp.c.cnf,720.004243258,TIMED OUT
stmt23_72_76.cnf,720.003065061,TIMED OUT
gttt_2_2_000111_4x4_torus_b.cnf,720.003533251,TIMED OUT
L2-telatko34.cnf,720.003763017,TIMED OUT
L2-telatko2.cnf,720.003115008,TIMED OUT
L1-telatko20.cnf,720.007416003,TIMED OUT
GuidanceService2.cnf,720.003097354,TIMED OUT
test3_quant2.cnf,5.510535409,0
ldomino-19-winA-true-end.qcnf.cnf,720.003196287,TIMED OUT
genbuf10b4n.unsat.cnf,720.005417365,TIMED OUT
k_branch_n-12.cnf,720.003628718,TIMED OUT
unit12_2_b.cnf,720.002980487,TIMED OUT
k_branch_p-14.cnf,720.003714413,TIMED OUT
Adder2-8-c.cnf,720.004439297,TIMED OUT
5-5-5-4-3-63-EdAu.cnf,720.003423757,TIMED OUT
ldomino-19-winA-true-after.qcnf.cnf,720.003478048,TIMED OUT
browne_5x5_07.pg.cnf,2.395116086,0
add5_REDUCED.cnf,15.473900051,0
test1_quant3.cnf,720.003007166,TIMED OUT
gttt_1_1_00101121_4x4_torus_w.cnf,720.003866057,TIMED OUT
amba3b5y.sat.cnf,165.929128555,2
hein_10_5x5-13.pg.cnf,720.003015487,TIMED OUT
sc-ungrounded-2x1X1x2_2.cnf,720.003039266,TIMED OUT
bt2nd-3x4_12.ig.cnf,426.771547367,2
connect-3x3_9_connect3.ig.cnf,14.909819408,1
bt2nd-3x6_10.ig.cnf,25.859993500,0
alkene_problem13_length_2.cnf,720.003154229,TIMED OUT
ldomino-15-winB-true-after.qcnf.cnf,720.003459219,TIMED OUT
reachqu_query71_1344.cnf,720.013459211,TIMED OUT
connect-6x6_9_connect3.ig.cnf,135.270620154,1
L2-telatko1.cnf,720.003104078,TIMED OUT
L1-telatko23.cnf,720.003799320,TIMED OUT
add7_REDUCED.cnf,109.555007989,0
test5_quant_squaring5.cnf,720.004989621,TIMED OUT
hein_05_6x6-13.pg.cnf,720.003926909,TIMED OUT
L2-telatko30.cnf,720.024958006,TIMED OUT
bt-2x5_17.ig.cnf,188.461479068,0
sc-ungrounded-1x3X3x1_2.cnf,31.812579428,0
mitexams_problem20_length_2.cnf,720.003408709,TIMED OUT
bt2nd-3x5_12.ig.cnf,720.003229432,TIMED OUT
stmt41_160_235.cnf,371.582117489,2
bt-3x4_19.ig.cnf,720.003401779,TIMED OUT
incrementer-enc08-uniform-depth-33.cnf,365.939270344,1
gttt_2_1_001020_4x4_torus_w.cnf,720.003639917,TIMED OUT
neclaftp2002.cnf,720.003654939,TIMED OUT
hein_15_5x5-13.pg.cnf,720.003100018,TIMED OUT
test2_quant_squaring2.cnf,720.003210207,TIMED OUT
ConcreteActivityService.cnf,720.002994959,TIMED OUT
cmu.dme1.B-f3.cnf,720.003311254,TIMED OUT
ldomino-17-winB-false-after.qcnf.cnf,720.003176159,TIMED OUT
connect-6x6_11_connect4.ig.cnf,144.763002029,0
sortnetsort10.v.stepl.005.cnf,139.503911870,0
usb-phy-fixpoint-3.cnf,720.003770551,TIMED OUT
stmt19_83_412.cnf,720.003294294,TIMED OUT
C5315.blif_0.10_0.20_0_0_out_exact.cnf,720.003381284,TIMED OUT
opt18_problem05_length_2.cnf,720.003042499,TIMED OUT
adder-10-sat.cnf,45.270915251,0
stmt23_66_96.cnf,720.006183257,TIMED OUT
5-5-5-6-3-88-EdAd.cnf,720.005150092,TIMED OUT
connect-5x5_11_connect4.ig.cnf,720.003055631,TIMED OUT
5-5-5-4-3-77-EdAd.cnf,720.003387214,TIMED OUT
stmt17_82_98.cnf,720.007483435,TIMED OUT
ldomino-21-winB-true-after.qcnf.cnf,720.003518840,TIMED OUT
5-5-4-6-3-13-EuAd.cnf,720.003017869,TIMED OUT
s820_d10_s.cnf,720.042342741,TIMED OUT
mitexams_problem02_length_3.cnf,720.009679175,TIMED OUT
connect-4x4_9_connect3.ig.cnf,12.566438926,0
stmt19_313_412.cnf,720.004389612,TIMED OUT
hein_17_6x6-09.pg.cnf,5.987628680,0
connect-6x6_3_connect2.ig.cnf,2.607525329,0
L3-telatko19.cnf,720.003260061,TIMED OUT
unit6_3_b.cnf,720.004164363,TIMED OUT
ldomino-25-winA-false-after.qcnf.cnf,720.003070152,TIMED OUT
C6288.blif_0.10_0.20_0_0_out_exact.cnf,720.004297606,TIMED OUT
texas.PI_main^08.E-f3.cnf,720.003808644,TIMED OUT
genbuf9b4n.unsat.cnf,720.003229466,TIMED OUT
connect-4x4_15_connect4.ig.cnf,720.003052009,TIMED OUT
sdlx-fixpoint-8.cnf,720.014081823,TIMED OUT
sortnetsort9.AE.stepl.012.cnf,720.012614028,TIMED OUT
stmt52_295_394.cnf,720.003062674,TIMED OUT
Core1108_tbm_21.tex.module.000030.cnf,720.003414407,TIMED OUT
ProcessBean.cnf,720.003768861,TIMED OUT
ldomino-16-winA-true-after.qcnf.cnf,720.003437843,TIMED OUT
incrementer-enc09-uniform-depth-17.cnf,720.003139905,TIMED OUT
query71_query36_1344n.cnf,720.003844491,TIMED OUT
ldomino-16-winB-false-end.qcnf.cnf,720.004073241,TIMED OUT
cycle_sched_6_7_1.sat.cnf,720.057519521,TIMED OUT
W4-Umbrella_tbm_05.tex.moduleQ3.8S.000001.cnf,124.846467874,0
test2_quant_squaring3.cnf,720.003857771,TIMED OUT
gttt_2_1_00011020_4x4_b.cnf,720.003319804,TIMED OUT
stmt2_976_999.cnf,42.762199077,1
L2-telatko9.cnf,720.003343882,TIMED OUT
hein_08_5x5-09.pg.cnf,4.676106143,0
sc-ungrounded-1x2X2x2_2.cnf,720.003243764,TIMED OUT
hein_07_4x4-07.pg.cnf,1.852949180,0
sat18_problem07_length_3.cnf,720.003297306,TIMED OUT
ldomino-22-winB-false-end.qcnf.cnf,720.002810890,TIMED OUT
nusmv.reactor^3.C-d4.cnf,4.734554731,1
gttt_2_2_000111_4x4_w.cnf,720.003203916,TIMED OUT
audio_ddksynth_csynth2.cpp.cnf,720.006145873,TIMED OUT
filesys_smbmrx_midatlas.c.cnf,720.003649692,TIMED OUT
5-5-6-5-3-90-EuAd.cnf,720.004600479,TIMED OUT
ldomino-17-winA-true-after.qcnf.cnf,720.002963956,TIMED OUT
hein_20_6x6-11.pg.cnf,58.247206791,0
ldomino-24-winA-true-after.qcnf.cnf,720.003659961,TIMED OUT
ken.flash^08.C-d4.cnf,720.003386441,TIMED OUT
cache-coherence-3-fixpoint-3.cnf,720.003513735,TIMED OUT
5-5-5-5-3-53-EuAu.cnf,720.005059445,TIMED OUT
eequery_query42_1344.cnf,720.003263751,TIMED OUT
W4-Umbrella_tbm_21.tex.moduleQ3.6S.000001.cnf,32.809114836,0
nreachq_query71_1344.cnf,720.003819315,TIMED OUT
bt-2x4_13.ig.cnf,36.895726602,0
gttt_2_2_000111_4x4_b.cnf,720.003333734,TIMED OUT
test4_quant4.cnf,217.233521615,2
arbiter-06-comp-error01-qbf-hardness-depth-11.cnf,720.003397405,TIMED OUT
L1-telatko0.cnf,720.005304550,TIMED OUT
cmu.gigamax.B-d4.cnf,720.003584851,TIMED OUT
L3-telatko32.cnf,720.025503944,TIMED OUT
arbiter-09-comp-error01-qbf-hardness-depth-15.cnf,720.005319428,TIMED OUT
5-5-6-6-3-17-EuAu.cnf,720.046386693,TIMED OUT
L1-telatko7.cnf,720.003137948,TIMED OUT
ldomino-15-winA-false-after.qcnf.cnf,720.003462063,TIMED OUT
b22_C_2_12.cnf,720.003809888,TIMED OUT
intermediate128.cnf,720.003385497,TIMED OUT
C6288.blif_0.10_0.20_0_1_inp_exact.cnf,720.003923542,TIMED OUT
ldomino-18-winB-false-after.qcnf.cnf,720.003416350,TIMED OUT
5-5-4-4-3-2-EdAu.cnf,720.003547702,TIMED OUT
Adder2-16-c.cnf,720.005866832,TIMED OUT
ldomino-24-winB-false-after.qcnf.cnf,720.005847292,TIMED OUT
stmt17_86_98.cnf,720.003377365,TIMED OUT
hein_18_7x7-13.pg.cnf,720.003451326,TIMED OUT
b22_PR_9_90.cnf,720.011765419,TIMED OUT
5-5-5-9-3-79-EuAu.cnf,720.003190452,TIMED OUT
test5_quant7.cnf,720.003616552,TIMED OUT
arbiter-05-comp-error01-qbf-hardness-depth-8.cnf,720.003150791,TIMED OUT
W5-Umbrella_tbm_05.tex.moduleQ3.8S.000001.cnf,720.005683739,TIMED OUT
mult_bool_matrix_dyn_9_5.sat.cnf,720.003069401,TIMED OUT
p20-1.pddl_planlen=48.cnf,720.003245196,TIMED OUT
stmt29_226_376.cnf,720.002999567,TIMED OUT
usb-phy-fixpoint-5.cnf,720.003135081,TIMED OUT
ldomino-20-winA-true-after.qcnf.cnf,720.003241783,TIMED OUT
query71_query31_1344n.cnf,720.003342935,TIMED OUT
sat18_problem03_length_3.cnf,720.003421422,TIMED OUT
